Magnitude,Depth_km,Duration_sec,Building_Age,Building_Material,Floors,Soil_Type,Damage_Index,Damage_Category
7.16,36.25,80.68,33,Steel,9,Soft Soil,0.693,Very Heavy
8.12,235.94,27.22,48,Concrete,25,Soft Soil,0.699,Very Heavy
5.52,260.81,100.21,63,Steel,21,Hard Soil,0.548,Moderate to Heavy
5.49,293.48,11.61,91,Steel,38,Rock,0.461,Moderate to Heavy
6.94,234.26,81.97,9,Wood,29,Hard Soil,0.551,Moderate to Heavy
7.15,5.75,62.51,7,Wood,46,Soft Soil,0.711,Very Heavy
7.07,116.76,28.53,8,Wood,29,Hard Soil,0.467,Moderate to Heavy
7.76,38.15,76.16,31,Brick,2,Soft Soil,0.7,Very Heavy
6.44,143.61,115.36,97,Steel,15,Rock,0.641,Heavy
4.81,284.38,30.15,91,Steel,5,Rock,0.392,Moderate
6.19,177.94,48.79,56,Wood,28,Hard Soil,0.503,Moderate to Heavy
4.51,244.03,69.37,25,Brick,24,Soft Soil,0.564,Heavy
7.75,265.23,97.99,49,Brick,25,Hard Soil,0.65,Heavy
8.1,222.99,28.92,48,Concrete,24,Hard Soil,0.549,Moderate to Heavy
5.26,51.44,107.94,21,Steel,23,Hard Soil,0.51,Moderate to Heavy
4.99,282.59,34.2,80,Concrete,45,Rock,0.477,Moderate to Heavy
5.99,101.49,64.75,9,Wood,25,Hard Soil,0.466,Moderate to Heavy
5.32,217.69,8.12,43,Brick,33,Soft Soil,0.539,Moderate to Heavy
5.3,90.06,45.48,99,Brick,11,Soft Soil,0.612,Heavy
5.39,130.65,20.59,98,Steel,42,Soft Soil,0.636,Heavy
6.52,99.63,110.37,66,Concrete,28,Hard Soil,0.632,Heavy
6.59,78.45,18,17,Steel,21,Hard Soil,0.419,Moderate
4.4,230.62,62.44,43,Concrete,4,Hard Soil,0.375,Moderate
4.87,226.43,30.47,51,Concrete,44,Hard Soil,0.433,Moderate
7.85,34.81,95.01,33,Concrete,17,Rock,0.618,Heavy
8.36,17.49,111.96,74,Brick,5,Hard Soil,0.689,Very Heavy
7.96,66.97,16.71,90,Wood,47,Hard Soil,0.61,Heavy
7.08,81.6,54,8,Brick,24,Soft Soil,0.65,Heavy
8.31,219.42,21.04,6,Steel,13,Soft Soil,0.633,Heavy
7.42,170.73,35.82,94,Brick,28,Hard Soil,0.581,Heavy
6.75,207.62,15.96,81,Steel,10,Soft Soil,0.615,Heavy
5.56,73.47,25.31,13,Steel,31,Rock,0.395,Moderate
6.09,276.54,68.47,64,Wood,15,Rock,0.513,Moderate to Heavy
7.73,26.81,81.76,61,Steel,18,Hard Soil,0.62,Heavy
8.1,89.91,12.49,79,Wood,20,Hard Soil,0.545,Moderate to Heavy
8.29,8.73,21.38,53,Brick,27,Rock,0.557,Heavy
6.08,233.15,57.19,62,Wood,12,Soft Soil,0.635,Heavy
5.51,112.52,98.38,2,Wood,45,Rock,0.531,Moderate to Heavy
5.11,126.39,25.35,39,Wood,2,Hard Soil,0.341,Moderate
4.25,240.47,82.51,45,Steel,26,Soft Soil,0.597,Heavy
6.43,144.97,84.07,36,Steel,46,Soft Soil,0.74,Very Heavy
4.08,45.27,10.88,69,Wood,10,Rock,0.311,Light
4.41,8.3,95.23,3,Brick,34,Rock,0.45,Moderate to Heavy
7.55,51.29,65.22,74,Brick,3,Rock,0.566,Heavy
5.35,77.04,8.68,7,Steel,1,Hard Soil,0.291,Light
5.08,205.38,118.77,51,Steel,8,Rock,0.519,Moderate to Heavy
6.6,70.63,41.8,98,Wood,28,Soft Soil,0.704,Very Heavy
7.15,14.05,56.53,91,Steel,38,Soft Soil,0.769,Very Heavy
7.64,16.91,98.23,25,Steel,33,Hard Soil,0.637,Heavy
7.6,88.32,16.38,84,Steel,31,Soft Soil,0.703,Very Heavy
8.03,19.16,42.9,95,Steel,10,Rock,0.588,Heavy
4.69,225.29,41.68,98,Concrete,20,Soft Soil,0.592,Heavy
4.48,105.25,14.49,6,Steel,9,Hard Soil,0.272,Light
5.38,198.09,7.54,55,Steel,13,Rock,0.363,Moderate
8.37,20.21,12.18,72,Brick,43,Rock,0.597,Heavy
7.53,234.12,19.08,22,Steel,45,Soft Soil,0.67,Very Heavy
7.79,193.25,88.74,90,Brick,11,Hard Soil,0.649,Heavy
4.43,33.59,73.07,46,Steel,5,Rock,0.399,Moderate
4.06,276.3,72.78,69,Brick,8,Hard Soil,0.409,Moderate
6.96,39.16,118.08,57,Wood,3,Hard Soil,0.608,Heavy
4.8,17.37,30.14,80,Steel,47,Rock,0.464,Moderate to Heavy
6.7,254.28,87.87,45,Wood,37,Rock,0.6,Heavy
6.55,255.17,54,32,Steel,8,Hard Soil,0.466,Moderate to Heavy
4.22,258.92,22.38,46,Wood,8,Hard Soil,0.31,Light
5.38,74.39,60.65,74,Concrete,2,Soft Soil,0.598,Heavy
7.17,117.8,40.45,35,Steel,26,Rock,0.513,Moderate to Heavy
6.14,215.97,64.58,65,Concrete,45,Rock,0.57,Heavy
7.69,134.23,57.15,31,Brick,28,Hard Soil,0.567,Heavy
5.14,199.06,36.13,97,Brick,31,Soft Soil,0.626,Heavy
6.1,41.43,94.31,35,Brick,28,Soft Soil,0.703,Very Heavy
4.67,264.75,61.36,11,Wood,36,Soft Soil,0.569,Heavy
6.31,80.35,47.64,89,Steel,32,Hard Soil,0.548,Moderate to Heavy
5.31,87.78,42.22,98,Steel,15,Rock,0.464,Moderate to Heavy
8.47,263.11,105.68,19,Steel,12,Soft Soil,0.793,Severe
6.01,19.37,105.54,23,Steel,38,Soft Soil,0.725,Very Heavy
4.46,56.27,62.23,58,Wood,25,Rock,0.435,Moderate
8.07,53.04,6.2,76,Concrete,42,Rock,0.574,Heavy
8.14,210.09,13.92,51,Brick,16,Hard Soil,0.513,Moderate to Heavy
8.18,69.87,39.87,66,Wood,16,Rock,0.573,Heavy
6.53,137.96,63.79,80,Wood,47,Hard Soil,0.607,Heavy
7.74,203.89,53.08,67,Concrete,11,Soft Soil,0.714,Very Heavy
7.17,127.27,70.12,58,Wood,7,Soft Soil,0.697,Very Heavy
7.18,32.06,44.29,67,Brick,3,Soft Soil,0.656,Heavy
4.73,92.85,90.32,20,Brick,43,Rock,0.493,Moderate to Heavy
4.4,143.94,105.61,13,Concrete,13,Rock,0.435,Moderate
5.03,177.77,10.07,31,Steel,9,Soft Soil,0.467,Moderate to Heavy
7.59,11.72,5.03,92,Steel,40,Rock,0.56,Heavy
7.78,186.35,20.7,36,Wood,12,Rock,0.483,Moderate to Heavy
4.95,204.64,13.08,27,Brick,30,Hard Soil,0.356,Moderate
5.85,201.04,103.12,96,Concrete,24,Rock,0.608,Heavy
6.67,127.1,19.77,7,Steel,39,Soft Soil,0.601,Heavy
7.91,238.59,21.9,63,Concrete,47,Soft Soil,0.739,Very Heavy
5.04,25.43,17.65,6,Concrete,41,Soft Soil,0.519,Moderate to Heavy
5.36,230.64,45.23,97,Concrete,11,Rock,0.462,Moderate to Heavy
5.07,140.44,106.86,53,Concrete,13,Hard Soil,0.511,Moderate to Heavy
6.55,128.69,105.18,3,Steel,22,Rock,0.55,Moderate to Heavy
8.5,39.48,10.94,78,Brick,28,Soft Soil,0.727,Very Heavy
4.89,21.49,104.57,48,Brick,21,Soft Soil,0.659,Heavy
7.65,161.86,48.57,28,Wood,31,Soft Soil,0.703,Very Heavy
4.76,241.07,8.24,48,Brick,46,Soft Soil,0.542,Moderate to Heavy
7.75,125.62,54.33,96,Concrete,15,Hard Soil,0.604,Heavy
5.84,56.87,98.57,70,Brick,46,Soft Soil,0.768,Very Heavy
4.4,10.95,80.22,2,Wood,14,Rock,0.384,Moderate
8.23,241.02,33.22,65,Brick,14,Rock,0.56,Heavy
5.9,193.97,82.14,34,Concrete,17,Soft Soil,0.65,Heavy
7.02,84.83,25.72,29,Steel,45,Hard Soil,0.513,Moderate to Heavy
4.05,107.18,17.78,26,Wood,28,Rock,0.314,Light
4.1,97.76,113.56,9,Concrete,47,Rock,0.497,Moderate to Heavy
4.91,267.03,61.18,78,Concrete,23,Soft Soil,0.621,Heavy
4.38,245.41,9.57,68,Brick,24,Rock,0.351,Moderate
4.34,282.06,89.54,60,Brick,8,Rock,0.442,Moderate
4.4,195.3,60.36,89,Steel,48,Rock,0.506,Moderate to Heavy
6.34,123.93,82.37,62,Brick,26,Hard Soil,0.568,Heavy
4.99,140.43,44.7,36,Concrete,20,Soft Soil,0.55,Moderate to Heavy
7.21,293.11,22.72,81,Concrete,18,Hard Soil,0.515,Moderate to Heavy
7.08,253.95,98.13,12,Steel,35,Hard Soil,0.6,Heavy
6.75,54.07,17.75,42,Steel,1,Rock,0.411,Moderate
7.06,78.79,113.49,81,Steel,32,Hard Soil,0.687,Very Heavy
7.89,200.7,51.58,19,Wood,17,Rock,0.533,Moderate to Heavy
6.79,148.57,81.6,34,Concrete,11,Soft Soil,0.682,Very Heavy
7.38,85.55,108.51,70,Brick,10,Soft Soil,0.79,Severe
5.23,24.64,57.62,43,Wood,45,Rock,0.491,Moderate to Heavy
8.13,299.08,14.91,36,Wood,2,Hard Soil,0.471,Moderate to Heavy
6.18,126.59,14.07,17,Wood,24,Hard Soil,0.397,Moderate
7.35,87.61,25.91,96,Steel,45,Hard Soil,0.597,Heavy
7.39,288.73,16.26,7,Brick,26,Hard Soil,0.456,Moderate to Heavy
6.49,12.96,58.08,42,Wood,44,Soft Soil,0.701,Very Heavy
7.86,47.65,70.31,29,Wood,8,Soft Soil,0.705,Very Heavy
7.45,231.73,57.03,48,Wood,4,Soft Soil,0.674,Very Heavy
7.38,19.24,105.53,28,Wood,15,Hard Soil,0.603,Heavy
4.04,226.14,91.64,59,Steel,21,Soft Soil,0.606,Heavy
7.53,48.81,45.34,77,Brick,4,Hard Soil,0.537,Moderate to Heavy
6.9,101.54,87.32,67,Brick,16,Hard Soil,0.59,Heavy
7.26,43.86,37.16,41,Steel,29,Hard Soil,0.524,Moderate to Heavy
4.23,9.85,19.51,6,Steel,37,Soft Soil,0.474,Moderate to Heavy
4.08,262.76,77.09,16,Concrete,26,Rock,0.4,Moderate
6.5,202.37,94.16,36,Brick,25,Hard Soil,0.568,Heavy
5.07,214.94,71.37,85,Steel,4,Rock,0.465,Moderate to Heavy
5.76,218.87,6.83,19,Steel,43,Hard Soil,0.404,Moderate
8.14,244.79,73.25,74,Wood,48,Soft Soil,0.849,Severe
5.64,152.62,63.93,93,Brick,41,Hard Soil,0.564,Heavy
7.34,200.65,9.47,46,Brick,2,Hard Soil,0.433,Moderate
6.87,106,9.08,29,Wood,22,Hard Soil,0.432,Moderate
5.65,241.7,102.33,83,Steel,48,Rock,0.632,Heavy
8.19,103.61,93.79,75,Steel,22,Soft Soil,0.835,Severe
5.68,32.65,60.39,28,Concrete,34,Soft Soil,0.631,Heavy
8.43,37.48,82.33,42,Steel,4,Rock,0.609,Heavy
7.72,154.55,26.29,30,Wood,20,Soft Soil,0.65,Heavy
6.27,126.45,51.9,67,Brick,33,Rock,0.533,Moderate to Heavy
8.05,236.36,44.66,52,Brick,20,Hard Soil,0.569,Heavy
4.39,273.38,94.87,93,Concrete,45,Hard Soil,0.561,Heavy
5.24,157.08,24.98,68,Brick,49,Hard Soil,0.47,Moderate to Heavy
4.19,61.92,36.03,49,Concrete,35,Rock,0.389,Moderate
5.26,80.81,12.16,8,Wood,37,Soft Soil,0.515,Moderate to Heavy
5.67,275.38,52.58,62,Concrete,27,Hard Soil,0.487,Moderate to Heavy
6.01,273.58,112.3,38,Steel,44,Soft Soil,0.764,Very Heavy
8.15,244.36,62.69,74,Wood,24,Soft Soil,0.784,Severe
8.43,233.4,5.91,42,Steel,24,Hard Soil,0.521,Moderate to Heavy
7.61,27.61,68.42,89,Wood,9,Rock,0.602,Heavy
5.28,38.63,102.33,1,Concrete,45,Soft Soil,0.676,Very Heavy
6.46,170.01,17.3,42,Brick,12,Rock,0.418,Moderate
4.1,158.4,94.3,85,Wood,34,Hard Soil,0.515,Moderate to Heavy
4.56,232.3,44.61,41,Wood,18,Rock,0.379,Moderate
6.34,86.15,80.87,22,Brick,28,Soft Soil,0.68,Very Heavy
7,294.04,70.75,63,Wood,21,Hard Soil,0.573,Heavy
6.59,246.17,96.73,76,Wood,11,Soft Soil,0.739,Very Heavy
7.04,9.59,118.28,1,Steel,11,Hard Soil,0.572,Heavy
7.78,281.1,67.58,68,Concrete,3,Hard Soil,0.576,Heavy
8.38,292.75,7.23,32,Brick,25,Hard Soil,0.513,Moderate to Heavy
5.78,69.08,24.93,42,Wood,27,Hard Soil,0.427,Moderate
5.22,252.94,67.17,24,Concrete,22,Soft Soil,0.591,Heavy
8.41,234.46,107.92,37,Wood,35,Soft Soil,0.857,Severe
5.6,110.21,42.25,97,Concrete,26,Rock,0.499,Moderate to Heavy
7.87,252.88,61.73,88,Steel,36,Rock,0.656,Heavy
7.87,53.97,9.11,92,Steel,12,Hard Soil,0.525,Moderate to Heavy
6.62,255.81,25.14,1,Steel,4,Hard Soil,0.382,Moderate
5.05,107.21,48.67,89,Steel,13,Soft Soil,0.599,Heavy
6.67,263.94,94.17,10,Concrete,16,Hard Soil,0.532,Moderate to Heavy
5.72,51.87,35.96,39,Concrete,2,Soft Soil,0.539,Moderate to Heavy
7.67,224.06,17.98,53,Concrete,27,Rock,0.52,Moderate to Heavy
4.23,32.4,10.96,16,Wood,8,Hard Soil,0.262,Light
6.29,133.58,76.92,92,Concrete,31,Hard Soil,0.597,Heavy
5.32,30.82,108.04,93,Wood,11,Soft Soil,0.711,Very Heavy
6.14,101.66,60.46,54,Concrete,34,Rock,0.53,Moderate to Heavy
5.28,162.97,33.49,39,Brick,37,Rock,0.433,Moderate
4.81,136.9,71.05,9,Brick,29,Rock,0.426,Moderate
7.05,82.1,30.19,89,Brick,15,Rock,0.522,Moderate to Heavy
4.32,186.59,109.12,12,Brick,12,Rock,0.434,Moderate
5.53,160.11,77.41,93,Wood,15,Rock,0.529,Moderate to Heavy
4.24,212.89,109.59,92,Wood,19,Rock,0.525,Moderate to Heavy
4.12,13.37,113.62,42,Steel,8,Hard Soil,0.453,Moderate to Heavy
6.3,259.41,12.29,64,Brick,1,Soft Soil,0.551,Moderate to Heavy
7.52,131.65,91.75,71,Concrete,48,Hard Soil,0.696,Very Heavy
6.88,246.84,118.87,25,Steel,37,Soft Soil,0.791,Severe
6.65,250.49,114.22,40,Concrete,49,Soft Soil,0.811,Severe
6.04,80.94,45.54,28,Brick,30,Rock,0.466,Moderate to Heavy
7.99,95.36,86.8,87,Wood,10,Rock,0.651,Heavy
4.31,282.84,99.02,23,Concrete,27,Soft Soil,0.608,Heavy
6.98,150.88,64.46,9,Concrete,28,Soft Soil,0.671,Very Heavy
7.88,274.82,76.46,49,Brick,2,Soft Soil,0.724,Very Heavy
7.44,83.36,74.09,50,Wood,31,Hard Soil,0.607,Heavy
7.54,297.63,12.09,61,Brick,42,Hard Soil,0.542,Moderate to Heavy
6.16,100.31,75.36,99,Brick,13,Hard Soil,0.559,Heavy
5.9,153.32,91.49,78,Wood,27,Rock,0.579,Heavy
4.24,223.9,90.02,14,Brick,23,Hard Soil,0.422,Moderate
6.63,263.01,66.09,82,Brick,45,Rock,0.614,Heavy
7.36,32.06,119.96,84,Brick,8,Rock,0.668,Very Heavy
7.91,190.93,72.95,67,Steel,19,Soft Soil,0.772,Very Heavy
8.5,111.58,83.15,39,Wood,37,Rock,0.677,Very Heavy
6.99,228.31,79.79,11,Brick,2,Rock,0.497,Moderate to Heavy
7.33,281.89,35.77,79,Concrete,36,Rock,0.577,Heavy
7.82,87.64,6.41,17,Concrete,7,Rock,0.433,Moderate
4.56,85.61,52.83,67,Wood,6,Hard Soil,0.395,Moderate
7.73,34.79,9.11,21,Wood,19,Hard Soil,0.461,Moderate to Heavy
6.05,27.6,16.92,66,Concrete,34,Rock,0.465,Moderate to Heavy
7.58,64.38,109.92,50,Brick,31,Soft Soil,0.824,Severe
7.89,129.32,84.03,58,Brick,40,Soft Soil,0.823,Severe
5.55,62.86,97.27,26,Brick,43,Soft Soil,0.702,Very Heavy
5.77,257.05,24.36,72,Brick,37,Soft Soil,0.625,Heavy
6.79,169.69,105.57,11,Brick,11,Rock,0.548,Moderate to Heavy
6.94,285.12,35.74,43,Steel,37,Rock,0.524,Moderate to Heavy
4.03,192.33,111.47,86,Wood,14,Rock,0.501,Moderate to Heavy
4.18,213.52,5.77,30,Brick,43,Rock,0.335,Moderate
6.28,250.66,102.22,6,Wood,41,Rock,0.572,Heavy
5.66,45.25,48.44,87,Wood,20,Hard Soil,0.491,Moderate to Heavy
6.41,269.71,70.05,35,Concrete,15,Soft Soil,0.652,Heavy
7.52,268.63,102.48,51,Wood,45,Soft Soil,0.838,Severe
5.69,223.36,11.4,14,Steel,34,Rock,0.386,Moderate
7.38,10.95,12.51,29,Wood,47,Soft Soil,0.663,Heavy
6.13,194.58,38.86,94,Brick,33,Rock,0.531,Moderate to Heavy
8.33,102.2,118.08,51,Concrete,4,Soft Soil,0.822,Severe
4.97,72.63,96.5,79,Brick,25,Hard Soil,0.538,Moderate to Heavy
7.82,174.7,78.77,67,Wood,14,Hard Soil,0.617,Heavy
4.34,222.67,49.12,51,Wood,21,Hard Soil,0.392,Moderate
4.23,230.36,115.35,87,Brick,12,Soft Soil,0.665,Heavy
6.43,21.18,41.17,34,Concrete,22,Rock,0.468,Moderate to Heavy
7.19,257.88,119.06,52,Concrete,5,Hard Soil,0.62,Heavy
5.64,24.78,48.87,79,Steel,4,Hard Soil,0.45,Moderate to Heavy
4.26,151.62,71.09,88,Brick,30,Rock,0.479,Moderate to Heavy
7.19,32.06,17.2,54,Brick,5,Soft Soil,0.602,Heavy
5.49,51.7,83.59,26,Concrete,45,Soft Soil,0.68,Very Heavy
8.17,283.11,112.98,50,Concrete,21,Hard Soil,0.689,Very Heavy
5.82,226.21,12.57,47,Brick,27,Rock,0.413,Moderate
7.79,235.48,6.96,15,Wood,4,Soft Soil,0.574,Heavy
5.57,142.81,92.32,57,Brick,30,Rock,0.549,Moderate to Heavy
4.64,174.28,7,97,Brick,6,Hard Soil,0.353,Moderate
4.2,247.4,55.37,77,Concrete,29,Hard Soil,0.437,Moderate
8.05,198.65,80.66,45,Brick,37,Hard Soil,0.656,Heavy
6.4,210.04,14.22,68,Wood,12,Rock,0.436,Moderate
6.97,151.85,34.83,69,Wood,1,Rock,0.478,Moderate to Heavy
7.65,135.99,85.38,64,Steel,31,Rock,0.651,Heavy
5.44,82.99,112.52,9,Brick,48,Soft Soil,0.715,Very Heavy
5.26,50.9,44.47,64,Wood,13,Soft Soil,0.577,Heavy
7.59,20.19,109.44,88,Wood,11,Soft Soil,0.822,Severe
5.51,168.73,47.36,56,Wood,26,Hard Soil,0.462,Moderate to Heavy
7.86,157.36,48.84,82,Wood,39,Rock,0.634,Heavy
4.11,9.57,17.84,50,Wood,49,Rock,0.383,Moderate
6.51,125.84,30.4,95,Brick,16,Soft Soil,0.653,Heavy
4.97,234.56,109.21,14,Wood,47,Soft Soil,0.689,Very Heavy
4.76,227.74,6.78,57,Brick,37,Soft Soil,0.53,Moderate to Heavy
6.1,234.54,37.89,14,Steel,21,Rock,0.424,Moderate
5.49,213.68,54,69,Steel,21,Soft Soil,0.626,Heavy
7.1,45.42,108.51,83,Brick,17,Hard Soil,0.653,Heavy
6.94,106.79,83.7,95,Concrete,13,Rock,0.608,Heavy
8.2,205.8,45.31,21,Brick,47,Hard Soil,0.601,Heavy
7.83,48.22,28.45,5,Concrete,32,Rock,0.508,Moderate to Heavy
6.9,79.89,41.98,87,Brick,12,Soft Soil,0.676,Very Heavy
8.02,65.88,97.81,36,Concrete,26,Hard Soil,0.652,Heavy
7.29,224.41,98.96,76,Brick,32,Hard Soil,0.669,Very Heavy
6.07,18.75,91.73,64,Concrete,5,Soft Soil,0.68,Very Heavy
7.03,244.34,17.85,25,Brick,22,Hard Soil,0.45,Moderate to Heavy
6.04,17.96,58.62,34,Concrete,7,Soft Soil,0.598,Heavy
6.75,114.36,114.05,20,Steel,37,Hard Soil,0.622,Heavy
6.98,217.66,6.37,45,Brick,3,Hard Soil,0.411,Moderate
8.44,285.35,53.43,93,Steel,2,Hard Soil,0.608,Heavy
8.36,118.8,62.24,85,Wood,29,Soft Soil,0.815,Severe
5.64,48.05,61.86,64,Wood,43,Hard Soil,0.535,Moderate to Heavy
6.78,34.13,33.48,88,Steel,4,Soft Soil,0.641,Heavy
6.01,189.95,50.2,21,Wood,44,Hard Soil,0.493,Moderate to Heavy
7.16,27.2,60.17,84,Steel,48,Soft Soil,0.788,Severe
4.08,146.95,110.51,24,Wood,22,Rock,0.456,Moderate to Heavy
4.36,211.57,32.95,31,Steel,46,Hard Soil,0.396,Moderate
8.08,105.28,34.4,16,Concrete,46,Soft Soil,0.719,Very Heavy
7.82,215.06,46.89,35,Wood,17,Soft Soil,0.688,Very Heavy
6.25,216.31,15.96,73,Wood,37,Rock,0.486,Moderate to Heavy
7.95,125.99,55.41,97,Wood,25,Hard Soil,0.637,Heavy
4.13,296.58,77.17,65,Steel,39,Hard Soil,0.478,Moderate to Heavy
4.7,244.61,17.45,34,Concrete,33,Hard Soil,0.364,Moderate
7.97,222.82,86.48,85,Steel,45,Hard Soil,0.718,Very Heavy
7.75,120.95,32.18,80,Steel,31,Hard Soil,0.583,Heavy
8.48,42.64,49.04,87,Wood,24,Soft Soil,0.791,Severe
4.22,119.24,103.73,97,Wood,42,Rock,0.565,Heavy
6.5,42.79,107.22,36,Brick,11,Rock,0.562,Heavy
8.33,265.3,81.35,73,Wood,43,Rock,0.711,Very Heavy
5.46,86.93,78.72,36,Steel,31,Soft Soil,0.652,Heavy
4.19,168.84,109.87,83,Wood,3,Hard Soil,0.482,Moderate to Heavy
7.16,60.51,16.98,73,Concrete,25,Rock,0.509,Moderate to Heavy
8.09,257.2,7.03,87,Steel,36,Hard Soil,0.575,Heavy
7.32,53.86,73,14,Wood,10,Soft Soil,0.672,Very Heavy
4.49,159.49,30.73,55,Wood,4,Rock,0.339,Moderate
5.47,242.68,101.69,20,Wood,33,Soft Soil,0.679,Very Heavy
4.08,254.38,18.85,80,Wood,20,Soft Soil,0.505,Moderate to Heavy
7.85,285.3,101.59,63,Brick,29,Hard Soil,0.683,Very Heavy
5.41,59.35,89.45,88,Wood,26,Rock,0.56,Heavy
4.6,157.41,119,30,Steel,20,Soft Soil,0.648,Heavy
4.46,13.64,45.62,42,Brick,9,Rock,0.359,Moderate
7.95,235.52,14.47,83,Concrete,13,Hard Soil,0.531,Moderate to Heavy
7.16,235.5,106.87,55,Concrete,1,Rock,0.593,Heavy
8.08,23.29,57.6,84,Wood,2,Hard Soil,0.588,Heavy
8.46,98.78,16.05,51,Steel,2,Rock,0.505,Moderate to Heavy
4.61,59.87,33.29,63,Concrete,2,Soft Soil,0.503,Moderate to Heavy
5.22,106.87,27.37,70,Wood,8,Rock,0.393,Moderate
6.81,132.51,88.97,65,Wood,28,Rock,0.61,Heavy
6.59,216.35,57,47,Brick,37,Rock,0.545,Moderate to Heavy
4.23,34.95,55.6,32,Brick,48,Soft Soil,0.582,Heavy
6.72,289.67,11.23,35,Wood,15,Soft Soil,0.57,Heavy
4.58,15.01,26.19,81,Steel,40,Soft Soil,0.584,Heavy
5.93,23.68,6.86,81,Steel,33,Soft Soil,0.605,Heavy
6.16,12.56,76.34,28,Steel,26,Rock,0.515,Moderate to Heavy
4.17,289.1,19.94,83,Steel,48,Rock,0.421,Moderate
5.8,84.19,7.21,74,Steel,24,Rock,0.424,Moderate
7.95,25.21,66.27,69,Steel,49,Rock,0.675,Very Heavy
8.43,205.18,87.43,54,Brick,8,Hard Soil,0.637,Heavy
6.55,240.78,64.84,59,Concrete,49,Soft Soil,0.743,Very Heavy
7.12,266.62,62.54,64,Brick,48,Rock,0.62,Heavy
5.93,292.75,57.59,53,Concrete,8,Hard Soil,0.461,Moderate to Heavy
8.06,178.33,78.5,7,Wood,32,Soft Soil,0.755,Very Heavy
5.83,118.91,55,48,Brick,8,Soft Soil,0.597,Heavy
7.77,269.29,94.32,62,Steel,38,Soft Soil,0.834,Severe
5.02,19.29,90.32,24,Concrete,10,Hard Soil,0.446,Moderate to Heavy
5.89,198.18,43.79,78,Brick,7,Rock,0.459,Moderate to Heavy
8.48,122.06,41.43,75,Wood,36,Rock,0.64,Heavy
5.1,74.48,97.55,61,Wood,9,Rock,0.497,Moderate to Heavy
5.7,230.32,89.72,24,Concrete,48,Rock,0.555,Moderate to Heavy
5.6,73.53,23.11,5,Wood,9,Hard Soil,0.342,Moderate
5.48,187.47,102.98,76,Steel,33,Soft Soil,0.738,Very Heavy
6.42,139.02,31.05,37,Concrete,30,Soft Soil,0.62,Heavy
6.47,96.09,107.87,95,Steel,27,Soft Soil,0.802,Severe
8,145.79,53.2,77,Brick,34,Soft Soil,0.784,Severe
5.26,291.18,59.73,48,Wood,15,Hard Soil,0.441,Moderate
4.93,67.4,97.53,55,Wood,26,Rock,0.516,Moderate to Heavy
5.81,187.66,44.03,47,Steel,43,Soft Soil,0.647,Heavy
5.48,282.22,88.28,48,Brick,20,Hard Soil,0.509,Moderate to Heavy
8.15,174.69,24.49,78,Concrete,30,Rock,0.586,Heavy
7.75,19.28,40.18,97,Steel,34,Soft Soil,0.769,Very Heavy
7.03,47.53,14.6,27,Brick,47,Soft Soil,0.647,Heavy
8.04,56.75,44.44,8,Steel,18,Hard Soil,0.52,Moderate to Heavy
7.67,54.93,95.62,47,Brick,5,Soft Soil,0.75,Very Heavy
7.7,258.18,86.38,17,Brick,28,Soft Soil,0.752,Very Heavy
5.5,280.27,79.54,19,Brick,45,Soft Soil,0.667,Very Heavy
8.14,227.51,90.08,19,Concrete,20,Soft Soil,0.766,Very Heavy
7,150.97,17.19,19,Brick,28,Rock,0.454,Moderate to Heavy
5.35,221.56,80.65,92,Concrete,11,Soft Soil,0.666,Heavy
8.35,128.59,45.04,59,Wood,9,Hard Soil,0.57,Heavy
7.54,67.09,80.77,93,Wood,25,Rock,0.655,Heavy
6.99,274.36,44.92,71,Brick,49,Soft Soil,0.743,Very Heavy
4.91,77.94,10.39,38,Wood,22,Soft Soil,0.495,Moderate to Heavy
7.02,78.48,11.95,49,Brick,21,Soft Soil,0.612,Heavy
7.17,230.17,55.54,62,Concrete,30,Hard Soil,0.573,Heavy
6.17,217.95,44.27,13,Brick,2,Soft Soil,0.549,Moderate to Heavy
5.47,282.81,55.9,7,Concrete,25,Rock,0.424,Moderate
5.31,71.67,23.63,70,Steel,34,Rock,0.443,Moderate
4.7,79.44,33.63,71,Wood,3,Rock,0.368,Moderate
7.39,253.96,105.47,60,Wood,36,Rock,0.677,Very Heavy
6.46,120.41,95.76,6,Steel,15,Soft Soil,0.669,Very Heavy
8.25,157.88,18.16,86,Concrete,26,Soft Soil,0.731,Very Heavy
8,277.65,50.58,40,Wood,39,Hard Soil,0.602,Heavy
5.75,261.06,24.38,14,Steel,46,Rock,0.434,Moderate
8.11,116.01,54.05,39,Steel,29,Hard Soil,0.593,Heavy
4.77,196.85,66.49,48,Wood,41,Hard Soil,0.479,Moderate to Heavy
5.57,53.24,108.17,73,Brick,45,Hard Soil,0.622,Heavy
7.72,217.6,76.37,43,Concrete,30,Soft Soil,0.766,Very Heavy
7.7,259.45,21.14,43,Brick,20,Soft Soil,0.653,Heavy
5.32,41.3,20.46,30,Wood,29,Hard Soil,0.388,Moderate
6.99,91.27,94.13,94,Brick,49,Hard Soil,0.698,Very Heavy
6.74,112.67,112.23,98,Concrete,32,Soft Soil,0.836,Severe
4.57,33.97,16.48,48,Concrete,22,Hard Soil,0.348,Moderate
5.79,271.42,110.64,78,Steel,4,Soft Soil,0.71,Very Heavy
